title,time,year,month,day_week,date,hour
 cynthia luz,2019-03-11 03:20:43,2019,March,Monday,2019-03-11,3
 froid cynthia luz,2019-03-11 03:18:01,2019,March,Monday,2019-03-11,3
 drik barbosa,2019-03-11 03:15:08,2019,March,Monday,2019-03-11,3
 cynthia luz,2019-03-11 01:30:56,2019,March,Monday,2019-03-11,1
 cynthia luz,2019-03-10 17:46:03,2019,March,Sunday,2019-03-10,17
 trago de poesia cynthia,2019-03-10 17:34:00,2019,March,Sunday,2019-03-10,17
 norah jones little broken hearts,2019-03-05 00:19:33,2019,March,Tuesday,2019-03-05,0
 edgar plastico,2019-03-04 23:06:16,2019,March,Monday,2019-03-04,23
 edgar amor preso,2019-03-04 23:03:06,2019,March,Monday,2019-03-04,23
 wherepostrockdwells,2019-03-04 22:54:23,2019,March,Monday,2019-03-04,22
 there's a light white marble,2019-03-04 22:44:04,2019,March,Monday,2019-03-04,22
 chet faker talk is cheap,2019-02-26 03:41:25,2019,February,Tuesday,2019-02-26,3
 chet faker gold,2019-02-25 16:01:18,2019,February,Monday,2019-02-25,16
 archangel chet faker,2019-02-25 00:29:22,2019,February,Monday,2019-02-25,0
 archangel,2019-02-25 00:29:16,2019,February,Monday,2019-02-25,0
 drop chet faker,2019-02-24 23:24:10,2019,February,Sunday,2019-02-24,23
 main street blues,2019-02-24 02:56:16,2019,February,Sunday,2019-02-24,2
 kaleo live,2019-02-23 14:40:25,2019,February,Saturday,2019-02-23,14
 blues,2019-02-23 06:27:38,2019,February,Saturday,2019-02-23,6
 midnight blues,2019-02-23 06:25:43,2019,February,Saturday,2019-02-23,6
 main street blues,2019-02-23 06:22:17,2019,February,Saturday,2019-02-23,6
 kaleo live,2019-02-23 06:11:22,2019,February,Saturday,2019-02-23,6
 chet faker wfuv,2019-02-23 06:10:06,2019,February,Saturday,2019-02-23,6
 chet faker live enmore,2019-02-23 06:06:01,2019,February,Saturday,2019-02-23,6
 chet faker live,2019-02-23 06:03:27,2019,February,Saturday,2019-02-23,6
 talk is cheap,2019-02-22 01:46:18,2019,February,Friday,2019-02-22,1
 big things going down,2019-02-19 01:27:53,2019,February,Tuesday,2019-02-19,1
 little broken hearts norah jones,2019-02-19 01:15:06,2019,February,Tuesday,2019-02-19,1
 snowy white midnight blues,2019-02-17 23:47:35,2019,February,Sunday,2019-02-17,23
 negro é foda froid,2019-02-15 00:36:14,2019,February,Friday,2019-02-15,0
 john frusciante,2019-02-13 08:35:48,2019,February,Wednesday,2019-02-13,8
 low roar,2019-02-13 07:40:43,2019,February,Wednesday,2019-02-13,7
 cosmic sound,2019-02-13 07:29:33,2019,February,Wednesday,2019-02-13,7
 sociedade dos poetas subversivos,2019-02-12 01:42:24,2019,February,Tuesday,2019-02-12,1
 nerckie matemática zero,2019-02-10 16:59:37,2019,February,Sunday,2019-02-10,16
 rael medley,2019-02-10 00:21:53,2019,February,Sunday,2019-02-10,0
 nerckie,2019-02-07 15:34:07,2019,February,Thursday,2019-02-07,15
 nerckie,2019-02-07 12:45:53,2019,February,Thursday,2019-02-07,12
 nerckie,2019-02-05 19:51:28,2019,February,Tuesday,2019-02-05,19
 take me to church,2019-02-03 03:20:18,2019,February,Sunday,2019-02-03,3
 acabou chorare cicero,2019-02-02 13:22:54,2019,February,Saturday,2019-02-02,13
 as melhores batidas sao as de maracuja edgar,2019-01-19 04:17:51,2019,January,Saturday,2019-01-19,4
 edgar as melhores batidas,2019-01-13 18:20:55,2019,January,Sunday,2019-01-13,18
 cultura livre,2019-01-12 17:39:08,2019,January,Saturday,2019-01-12,17
 síntese,2019-01-12 16:44:58,2019,January,Saturday,2019-01-12,16
 shine on you crazy diamond,2019-01-11 15:40:16,2019,January,Friday,2019-01-11,15
 the dance of eternity,2019-01-11 13:27:29,2019,January,Friday,2019-01-11,13
 riverside,2019-01-11 05:01:07,2019,January,Friday,2019-01-11,5
 low roar breathe in,2019-01-11 03:08:42,2019,January,Friday,2019-01-11,3
 cherbourg beirut,2019-01-10 13:48:46,2019,January,Thursday,2019-01-10,13
 marinas byanka,2019-01-01 07:23:04,2019,January,Tuesday,2019-01-01,7
 bichinha maluca,2019-01-01 07:20:27,2019,January,Tuesday,2019-01-01,7
 leo santana ao vivo 2018,2018-12-31 17:06:18,2018,December,Monday,2018-12-31,17
 parangolé solinho da rabeta,2018-12-31 16:54:28,2018,December,Monday,2018-12-31,16
 parangole ao vivo,2018-12-31 16:43:39,2018,December,Monday,2018-12-31,16
 parangole 2018 ao vivo,2018-12-31 16:25:19,2018,December,Monday,2018-12-31,16
 parangole 2018 salvador fest,2018-12-31 16:19:28,2018,December,Monday,2018-12-31,16
 parangole 2018,2018-12-31 16:19:23,2018,December,Monday,2018-12-31,16
 canal brega,2018-12-26 22:04:58,2018,December,Wednesday,2018-12-26,22
 renato russo gostar de alguém entrevista,2018-12-18 03:58:16,2018,December,Tuesday,2018-12-18,3
 renato russo gostar de alguém,2018-12-18 03:58:09,2018,December,Tuesday,2018-12-18,3
 cade o matheus,2018-12-13 12:36:04,2018,December,Thursday,2018-12-13,12
 henrique e juliano,2018-12-04 01:18:26,2018,December,Tuesday,2018-12-04,1
 marilia mendonça ciumeira,2018-12-04 01:02:44,2018,December,Tuesday,2018-12-04,1
 marília mendonça,2018-12-04 01:02:35,2018,December,Tuesday,2018-12-04,1
 como eu a amo,2018-11-10 01:18:42,2018,November,Saturday,2018-11-10,1
 guerra com teus pais,2018-11-10 01:17:14,2018,November,Saturday,2018-11-10,1
 quem ama perdoa carlinho som,2018-11-10 01:12:55,2018,November,Saturday,2018-11-10,1
 quem ama perdoa,2018-11-10 01:12:38,2018,November,Saturday,2018-11-10,1
 a verdade tem que ser dita,2018-11-08 03:43:17,2018,November,Thursday,2018-11-08,3
 froid,2018-11-06 23:55:23,2018,November,Tuesday,2018-11-06,23
 foid,2018-11-06 23:55:16,2018,November,Tuesday,2018-11-06,23
 cynthia luz partir,2018-11-06 23:49:35,2018,November,Tuesday,2018-11-06,23
 camaradas camarao caledoscopio,2018-11-05 03:27:00,2018,November,Monday,2018-11-05,3
 cynthia luz,2018-11-05 03:26:36,2018,November,Monday,2018-11-05,3
 organico 1,2018-11-05 03:12:04,2018,November,Monday,2018-11-05,3
 organico,2018-11-05 03:11:49,2018,November,Monday,2018-11-05,3
 melin,2018-11-05 01:06:58,2018,November,Monday,2018-11-05,1
 camarada camarao,2018-11-05 01:06:18,2018,November,Monday,2018-11-05,1
 nao existe amor em sp,2018-11-05 01:01:20,2018,November,Monday,2018-11-05,1
 o outro lado 3030,2018-11-05 01:00:26,2018,November,Monday,2018-11-05,1
 tempero na batida,2018-11-05 00:59:11,2018,November,Monday,2018-11-05,0
 febre da mudança acustico,2018-11-05 00:56:45,2018,November,Monday,2018-11-05,0
 edgar amor preso,2018-11-05 00:29:07,2018,November,Monday,2018-11-05,0
 edgar,2018-11-05 00:28:35,2018,November,Monday,2018-11-05,0
 criolo convoque,2018-11-05 00:26:11,2018,November,Monday,2018-11-05,0
 criolo,2018-11-05 00:25:37,2018,November,Monday,2018-11-05,0
 boca de lobo,2018-11-05 00:24:49,2018,November,Monday,2018-11-05,0
 serei maneva,2018-11-05 00:23:27,2018,November,Monday,2018-11-05,0
 seja para mim maneva,2018-11-05 00:21:29,2018,November,Monday,2018-11-05,0
 o destino nao quis,2018-11-05 00:19:54,2018,November,Monday,2018-11-05,0
 vagabundo tambem ama,2018-11-05 00:16:44,2018,November,Monday,2018-11-05,0
 acustico 1kilo,2018-11-05 00:05:19,2018,November,Monday,2018-11-05,0
 acustico 1kilo,2018-11-04 23:28:04,2018,November,Sunday,2018-11-04,23
 deixe me ir,2018-11-04 23:26:07,2018,November,Sunday,2018-11-04,23
 rael ser feliz,2018-11-04 23:23:26,2018,November,Sunday,2018-11-04,23
 rael hoje é dia de ver,2018-11-04 23:20:18,2018,November,Sunday,2018-11-04,23
 rael,2018-11-04 23:16:31,2018,November,Sunday,2018-11-04,23
 rael envolvidao,2018-11-04 23:11:27,2018,November,Sunday,2018-11-04,23
 tudo que ela quer 3030,2018-11-04 23:08:35,2018,November,Sunday,2018-11-04,23
 3030 mix,2018-11-04 23:06:32,2018,November,Sunday,2018-11-04,23
 bom dia 3030,2018-11-04 23:03:06,2018,November,Sunday,2018-11-04,23
 bmdia 3030,2018-11-04 23:02:57,2018,November,Sunday,2018-11-04,23
 rascunho 3030,2018-11-04 22:10:55,2018,November,Sunday,2018-11-04,22
 meu deus 3030,2018-11-04 22:04:42,2018,November,Sunday,2018-11-04,22
 3030 rascunho,2018-11-04 19:38:51,2018,November,Sunday,2018-11-04,19
 3030 meu deus,2018-11-04 19:38:28,2018,November,Sunday,2018-11-04,19
 3030 bom dia,2018-11-04 19:38:05,2018,November,Sunday,2018-11-04,19
 3030 meu deus,2018-11-02 19:54:27,2018,November,Friday,2018-11-02,19
 3030 meu deus,2018-11-01 14:18:31,2018,November,Thursday,2018-11-01,14
 3030 acústico,2018-11-01 02:38:29,2018,November,Thursday,2018-11-01,2
 3030 meu deus,2018-10-31 23:06:17,2018,October,Wednesday,2018-10-31,23
 palafitta oficial,2018-10-30 00:08:25,2018,October,Tuesday,2018-10-30,0
 palafitta,2018-10-30 00:07:07,2018,October,Tuesday,2018-10-30,0
 palafita,2018-10-30 00:06:35,2018,October,Tuesday,2018-10-30,0
 vou votar em haddad,2018-10-27 14:12:26,2018,October,Saturday,2018-10-27,14
 meme gretchen,2018-10-27 07:49:21,2018,October,Saturday,2018-10-27,7
 maturidade avine vinny,2018-10-26 03:55:10,2018,October,Friday,2018-10-26,3
 devasto prod,2018-10-21 13:54:14,2018,October,Sunday,2018-10-21,13
 difusor como usar,2018-10-16 22:42:42,2018,October,Tuesday,2018-10-16,22
 sofrencia 2018 sertanejo,2018-10-16 18:50:19,2018,October,Tuesday,2018-10-16,18
 sertanejo,2018-10-16 18:32:32,2018,October,Tuesday,2018-10-16,18
 melhores sertanejo,2018-10-16 18:11:11,2018,October,Tuesday,2018-10-16,18
 2018 sertanejo,2018-10-15 10:41:12,2018,October,Monday,2018-10-15,10
 sofrencia 2018 sertanejo,2018-10-15 10:40:11,2018,October,Monday,2018-10-15,10
 notificação preferida,2018-10-15 10:39:53,2018,October,Monday,2018-10-15,10
 sertanejo 2018,2018-10-15 10:36:55,2018,October,Monday,2018-10-15,10
 sertanejo 2018 lançamento,2018-10-15 10:36:48,2018,October,Monday,2018-10-15,10
 sertanejo,2018-10-15 10:34:23,2018,October,Monday,2018-10-15,10
 chora,2018-10-15 10:34:11,2018,October,Monday,2018-10-15,10
 ze neto e cristiano,2018-10-15 10:33:42,2018,October,Monday,2018-10-15,10
 sertanejo,2018-10-15 09:23:54,2018,October,Monday,2018-10-15,9
 ciumeira,2018-10-15 09:21:58,2018,October,Monday,2018-10-15,9
 sertanejo 2018,2018-10-15 09:20:22,2018,October,Monday,2018-10-15,9
 largado as traças,2018-10-15 09:19:05,2018,October,Monday,2018-10-15,9
 putzvéi pegadinha,2018-10-14 00:52:16,2018,October,Sunday,2018-10-14,0
 maneva casa do lago,2018-10-12 16:37:07,2018,October,Friday,2018-10-12,16
 mameva casa do lago,2018-10-12 16:37:03,2018,October,Friday,2018-10-12,16
 glenn greenwald ciro gomes,2018-10-09 22:15:11,2018,October,Tuesday,2018-10-09,22
 ciro glenn greenwald,2018-10-09 22:12:00,2018,October,Tuesday,2018-10-09,22
 ciro greenwald,2018-10-09 22:11:44,2018,October,Tuesday,2018-10-09,22
 johnny hooker eu sobrevivo,2018-10-04 20:21:14,2018,October,Thursday,2018-10-04,20
 ciro gomes entrevista,2018-10-04 19:23:46,2018,October,Thursday,2018-10-04,19
 mc elvis deixe me ir,2018-09-27 12:54:09,2018,September,Thursday,2018-09-27,12
 xuxa porchat,2018-09-26 01:54:31,2018,September,Wednesday,2018-09-26,1
 alfacon,2018-09-25 23:56:17,2018,September,Tuesday,2018-09-25,23
 terapia tantrica,2018-09-17 23:10:04,2018,September,Monday,2018-09-17,23
 dancinha manuel,2018-09-13 21:16:31,2018,September,Thursday,2018-09-13,21
 eu me caguei moço,2018-09-13 16:58:07,2018,September,Thursday,2018-09-13,16
 pompoarismo,2018-09-10 04:14:39,2018,September,Monday,2018-09-10,4
 pompoar,2018-09-10 04:13:10,2018,September,Monday,2018-09-10,4
 vem transar comigo,2018-09-10 04:12:03,2018,September,Monday,2018-09-10,4
 anitta perde a mao,2018-09-09 20:27:25,2018,September,Sunday,2018-09-09,20
 molejo radio manía,2018-09-09 17:42:01,2018,September,Sunday,2018-09-09,17
 calcanhar fitdance,2018-09-05 12:14:53,2018,September,Wednesday,2018-09-05,12
 paralisa fitdance,2018-09-05 11:55:00,2018,September,Wednesday,2018-09-05,11
 fuleragem fitdance,2018-09-05 11:48:45,2018,September,Wednesday,2018-09-05,11
 ela mexe comigo,2018-09-03 20:24:19,2018,September,Monday,2018-09-03,20
 notificacao preferida,2018-09-03 15:22:41,2018,September,Monday,2018-09-03,15
 open bar,2018-09-03 05:43:59,2018,September,Monday,2018-09-03,5
 Duelo de bongo,2018-09-03 05:24:41,2018,September,Monday,2018-09-03,5
 Duelo de bong,2018-09-03 05:24:16,2018,September,Monday,2018-09-03,5
 ntoman salif keita,2018-09-03 05:24:00,2018,September,Monday,2018-09-03,5
 Ntoman,2018-09-03 05:00:38,2018,September,Monday,2018-09-03,5
 parabens pra voce,2018-09-03 03:02:12,2018,September,Monday,2018-09-03,3
 se amanhã você vier me procurar,2018-09-02 04:33:10,2018,September,Sunday,2018-09-02,4
 filho do mato,2018-09-02 04:29:09,2018,September,Sunday,2018-09-02,4
 notificação preferida,2018-09-02 04:24:26,2018,September,Sunday,2018-09-02,4
 polichinelo,2018-08-28 18:42:47,2018,August,Tuesday,2018-08-28,18
 isla bonita,2018-08-21 21:21:39,2018,August,Tuesday,2018-08-21,21
 shakira,2018-08-21 21:17:43,2018,August,Tuesday,2018-08-21,21
 molejo rock guns,2018-08-21 21:05:25,2018,August,Tuesday,2018-08-21,21
 fitdance,2018-08-21 14:45:33,2018,August,Tuesday,2018-08-21,14
 fitdance fuleragem,2018-08-21 13:38:40,2018,August,Tuesday,2018-08-21,13
 fitdance,2018-08-21 13:37:41,2018,August,Tuesday,2018-08-21,13
 fitdance,2018-08-20 20:54:47,2018,August,Monday,2018-08-20,20
 romeu e julieta swing do amor,2018-08-20 14:56:23,2018,August,Monday,2018-08-20,14
 funk silvio santos,2018-08-17 18:04:53,2018,August,Friday,2018-08-17,18
 anitta harmonia do samba,2018-08-17 11:39:10,2018,August,Friday,2018-08-17,11
 zaga teile,2018-08-17 11:27:36,2018,August,Friday,2018-08-17,11
 hussein awada,2018-08-01 02:11:03,2018,August,Wednesday,2018-08-01,2
 hussein awada,2018-07-31 18:56:48,2018,July,Tuesday,2018-07-31,18
 igtv,2018-07-31 18:56:33,2018,July,Tuesday,2018-07-31,18
 endometriose sem censura,2018-07-31 16:43:21,2018,July,Tuesday,2018-07-31,16
 vivendo com saude medicina chinesa,2018-07-26 03:05:08,2018,July,Thursday,2018-07-26,3
 vivendo com saude chinesa,2018-07-26 03:04:51,2018,July,Thursday,2018-07-26,3
 vivendo com saude maca,2018-07-26 02:47:50,2018,July,Thursday,2018-07-26,2
 arlon silveira,2018-07-26 02:39:25,2018,July,Thursday,2018-07-26,2
 vivendo com saude,2018-07-26 01:08:42,2018,July,Thursday,2018-07-26,1
 some kind of monster documentario completo,2018-07-25 20:02:53,2018,July,Wednesday,2018-07-25,20
 some kind of monster documentario legendado,2018-07-25 20:02:24,2018,July,Wednesday,2018-07-25,20
 some kind of monster legendado,2018-07-25 20:01:54,2018,July,Wednesday,2018-07-25,20
 pondé feminismo,2018-07-01 13:58:33,2018,July,Sunday,2018-07-01,13
 nerckie,2018-06-21 14:27:59,2018,June,Thursday,2018-06-21,14
 rhapsody of fire disco voador rocks,2018-06-19 17:59:37,2018,June,Tuesday,2018-06-19,17
 rhapsody of fire dvr,2018-06-19 17:54:52,2018,June,Tuesday,2018-06-19,17
 verde caffe,2018-06-19 16:15:35,2018,June,Tuesday,2018-06-19,16
 dafna pondé,2018-06-19 14:14:26,2018,June,Tuesday,2018-06-19,14
 pondé roger scruton,2018-06-19 04:10:29,2018,June,Tuesday,2018-06-19,4
 luiz ponde misticismo,2018-06-19 02:15:15,2018,June,Tuesday,2018-06-19,2
 luiz ponde,2018-06-18 23:10:55,2018,June,Monday,2018-06-18,23
 ponde alem do,2018-06-18 18:11:59,2018,June,Monday,2018-06-18,18
 filme completo 2018,2018-06-16 02:01:02,2018,June,Saturday,2018-06-16,2
 filme completo dublado 2018,2018-06-16 02:00:55,2018,June,Saturday,2018-06-16,2
 endometriose,2018-06-14 18:29:48,2018,June,Thursday,2018-06-14,18
 discografia do guns n roses,2018-06-09 12:40:16,2018,June,Saturday,2018-06-09,12
 you and i scorpions,2018-06-09 12:29:07,2018,June,Saturday,2018-06-09,12
 nando ateu,2018-06-08 21:25:50,2018,June,Friday,2018-06-08,21
 nando moura bolsonaro,2018-06-08 18:42:17,2018,June,Friday,2018-06-08,18
 bandas de rock satanicas,2018-06-07 20:07:47,2018,June,Thursday,2018-06-07,20
 bandas de rock satanistas,2018-06-07 20:07:16,2018,June,Thursday,2018-06-07,20
 disco voador rocks,2018-06-07 20:03:56,2018,June,Thursday,2018-06-07,20
 disco voador rocks,2018-06-06 22:12:19,2018,June,Wednesday,2018-06-06,22
 disco voador,2018-06-06 22:12:12,2018,June,Wednesday,2018-06-06,22
 filosofia por tras do rush,2018-06-05 03:40:47,2018,June,Tuesday,2018-06-05,3
 rush banda,2018-06-05 03:39:59,2018,June,Tuesday,2018-06-05,3
 filosofia por tras do rush banda,2018-06-05 03:30:27,2018,June,Tuesday,2018-06-05,3
 flapjack abertura,2018-06-01 05:05:57,2018,June,Friday,2018-06-01,5
 tecla sap,2018-05-29 18:00:25,2018,May,Tuesday,2018-05-29,18
 filmes completos ação e aventura,2018-05-21 22:11:34,2018,May,Monday,2018-05-21,22
 whiplash em busca da perfeição,2018-05-21 22:09:41,2018,May,Monday,2018-05-21,22
 rush album,2018-05-21 18:34:08,2018,May,Monday,2018-05-21,18
 alta fidelidade,2018-05-21 18:18:47,2018,May,Monday,2018-05-21,18
 os planetas gustav holst,2018-05-20 13:03:42,2018,May,Sunday,2018-05-20,13
 buddy holly,2018-05-20 12:59:30,2018,May,Sunday,2018-05-20,12
 bohemian rhapsody live aid,2018-05-20 11:49:24,2018,May,Sunday,2018-05-20,11
 ramones blitzkrieg bop,2018-05-15 03:46:58,2018,May,Tuesday,2018-05-15,3
 ramones blitzkrieg pop,2018-05-15 03:46:46,2018,May,Tuesday,2018-05-15,3
 ramones hey ho let's go,2018-05-15 03:44:55,2018,May,Tuesday,2018-05-15,3
 space today responde,2018-05-14 10:02:58,2018,May,Monday,2018-05-14,10
 space today,2018-05-14 10:01:38,2018,May,Monday,2018-05-14,10
 marcelo gleiser,2018-05-14 02:01:21,2018,May,Monday,2018-05-14,2
 marcelo gleiser,2018-05-13 18:40:43,2018,May,Sunday,2018-05-13,18
 sepultura territory,2018-05-09 01:01:26,2018,May,Wednesday,2018-05-09,1
 mayara undead entrevista,2018-05-09 00:56:37,2018,May,Wednesday,2018-05-09,0
 torture squad entrevista,2018-05-09 00:45:05,2018,May,Wednesday,2018-05-09,0
 torture squad,2018-05-09 00:44:47,2018,May,Wednesday,2018-05-09,0
 rock de alexandria,2018-05-08 17:37:40,2018,May,Tuesday,2018-05-08,17
 banger,2018-05-03 03:08:23,2018,May,Thursday,2018-05-03,3
 sala de som,2018-05-03 03:07:40,2018,May,Thursday,2018-05-03,3
 kazagastão,2018-05-01 19:09:27,2018,May,Tuesday,2018-05-01,19
 clovis felicidade trabalho,2018-05-01 17:04:29,2018,May,Tuesday,2018-05-01,17
 patrulha canina assistir,2018-05-01 16:19:27,2018,May,Tuesday,2018-05-01,16
 patrulha canina português,2018-05-01 16:18:03,2018,May,Tuesday,2018-05-01,16
 desenho animado,2018-05-01 16:17:46,2018,May,Tuesday,2018-05-01,16
 filme completo,2018-04-30 00:44:18,2018,April,Monday,2018-04-30,0
 chico chico,2018-04-29 05:40:33,2018,April,Sunday,2018-04-29,5
 lado bi,2018-04-29 05:36:20,2018,April,Sunday,2018-04-29,5
 chris cornell acoustic,2018-04-29 02:52:47,2018,April,Sunday,2018-04-29,2
 chris cornell walmart soundcheck,2018-04-29 02:52:26,2018,April,Sunday,2018-04-29,2
 dumbo em portugues,2018-04-15 03:57:04,2018,April,Sunday,2018-04-15,3
 tico e teco em portugues,2018-04-15 03:56:42,2018,April,Sunday,2018-04-15,3
 desenho animado infantil,2018-04-15 03:55:45,2018,April,Sunday,2018-04-15,3
 balanço patrimonial,2018-04-13 18:47:56,2018,April,Friday,2018-04-13,18
 estado-nação,2018-04-02 13:23:50,2018,April,Monday,2018-04-02,13
 empresa pública,2018-04-01 23:57:17,2018,April,Sunday,2018-04-01,23
 canto agapornis,2018-03-30 15:32:44,2018,March,Friday,2018-03-30,15
 politize,2018-03-29 12:45:06,2018,March,Thursday,2018-03-29,12
 shine on you crazy diamond,2018-03-27 14:21:14,2018,March,Tuesday,2018-03-27,14
 nerckie matematica,2018-02-16 15:49:21,2018,February,Friday,2018-02-16,15
 nerckie matematica,2018-02-14 17:10:55,2018,February,Wednesday,2018-02-14,17
 tatiana zanin,2018-01-29 21:29:15,2018,January,Monday,2018-01-29,21
 sindrome dos ovarios policisticos,2018-01-29 21:24:18,2018,January,Monday,2018-01-29,21
 massificação liziane,2018-01-24 01:25:49,2018,January,Wednesday,2018-01-24,1
 vitrinismo,2018-01-24 01:25:28,2018,January,Wednesday,2018-01-24,1
 vitrinismo,2018-01-23 20:50:17,2018,January,Tuesday,2018-01-23,20
 a vida que vale a pena ser vivida,2018-01-06 01:12:15,2018,January,Saturday,2018-01-06,1
 ariano suassuna,2018-01-06 00:53:48,2018,January,Saturday,2018-01-06,0
 eddie murphy,2018-01-06 00:52:26,2018,January,Saturday,2018-01-06,0
 interestelar filme completo dublado,2018-01-04 01:03:31,2018,January,Thursday,2018-01-04,1
 bright filme completo dublado,2018-01-04 00:52:02,2018,January,Thursday,2018-01-04,0
 origem filme,2018-01-02 23:20:10,2018,January,Tuesday,2018-01-02,23
 a origem filme completo,2018-01-02 22:57:59,2018,January,Tuesday,2018-01-02,22
 filme comédia 2017,2018-01-02 22:53:49,2018,January,Tuesday,2018-01-02,22
 deuses americanos,2017-10-16 14:55:47,2017,October,Monday,2017-10-16,14
 sob a redoma tatiana,2017-10-13 13:28:00,2017,October,Friday,2017-10-13,13
