Video,Channel,Time,Year,Month,Day_week,Date,Hour,Part_of_day
 Live de Boas Vindas,Rico,2020-12-24 15:06:17,2020,December,Thursday,2020-12-24,15,Afternoon
 NFL - Sétimo mês - Primeiro Encontro,Grupo de Estudos Dragão do Mar,2020-12-23 12:58:40,2020,December,Wednesday,2020-12-23,12,Morning
 LIBERALISMO: POR QUE TANTOS SIGNIFICADOS DIFERENTES? | Alexandra Godoi,Casa do Saber,2020-12-23 06:21:53,2020,December,Wednesday,2020-12-23,6,Early Morning
 Os liberais são de esquerda ou direita?,LIVRES,2020-12-23 06:19:24,2020,December,Wednesday,2020-12-23,6,Early Morning
 Live de Boas Vindas,Rico,2020-12-23 04:23:26,2020,December,Wednesday,2020-12-23,4,Late Night
 Live de Boas Vindas,Rico,2020-12-22 23:39:36,2020,December,Tuesday,2020-12-22,23,Night
 NFL - Sétimo mês - Primeiro Encontro,Grupo de Estudos Dragão do Mar,2020-12-22 23:30:58,2020,December,Tuesday,2020-12-22,23,Night
 Carla Bruni – Quelqu'un m'a dit | Louane Emera | The Voice France 2013 | Demi-Finale,The Voice : la plus belle voix,2020-12-22 21:49:35,2020,December,Tuesday,2020-12-22,21,Night
 Elsa Roses - « Somewhere Only We Know » (Keane) (saison 6) | The Voice France 2017,The Voice : la plus belle voix,2020-12-22 21:47:01,2020,December,Tuesday,2020-12-22,21,Night
 Por que é tão difícil mudar? • PEDRO CALABREZ,Território Conhecimento,2020-12-21 16:58:59,2020,December,Monday,2020-12-21,16,Afternoon
 Técnica de Criatividade Brainwriting - Como ter melhores ideias nas reuniões,Murilo Gun,2020-12-21 06:14:33,2020,December,Monday,2020-12-21,6,Early Morning
 Técnica de Criatividade Brainwriting - Como ter melhores ideias nas reuniões,Murilo Gun,2020-12-20 23:39:32,2020,December,Sunday,2020-12-20,23,Night
 HABILIDADES DO FUTURO - Episódio 3 de 3,Murilo Gun,2020-12-20 18:05:30,2020,December,Sunday,2020-12-20,18,Evening
 HABILIDADES DO FUTURO - Episódio 2 de 3,Murilo Gun,2020-12-20 18:05:05,2020,December,Sunday,2020-12-20,18,Evening
 Little Rascals You are so beautiful to me,Zee,2020-12-20 17:34:51,2020,December,Sunday,2020-12-20,17,Evening
 ALFALFA - You Are So Beautiful - The Little Rascals,Gramophone,2020-12-20 17:34:25,2020,December,Sunday,2020-12-20,17,Evening
 The Little Rascals (1994) - You Are So Beautiful To Me Scene (1/10) | Movieclips,Movieclips,2020-12-20 17:28:52,2020,December,Sunday,2020-12-20,17,Evening
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - Os 4 Pilares da Nova Educação,Keep Learning School,2020-12-20 16:16:14,2020,December,Sunday,2020-12-20,16,Afternoon
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - Boletim da Vida,Keep Learning School,2020-12-20 16:07:17,2020,December,Sunday,2020-12-20,16,Afternoon
 LIVE do Caetano de Natal #LivedoCaetanodeNatal,Caetano Veloso,2020-12-20 02:25:47,2020,December,Sunday,2020-12-20,2,Late Night
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - Boletim da Vida,Keep Learning School,2020-12-19 23:32:36,2020,December,Saturday,2020-12-19,23,Night
 Por que é tão difícil mudar? • PEDRO CALABREZ,Território Conhecimento,2020-12-19 23:26:54,2020,December,Saturday,2020-12-19,23,Night
 A Maldição da Abundância,Adriano Gianturco,2020-12-19 02:50:34,2020,December,Saturday,2020-12-19,2,Late Night
 Integralistas e fascistas no Brasil,Meio,2020-12-19 02:49:21,2020,December,Saturday,2020-12-19,2,Late Night
 Drão,Milton Nascimento - Topic,2020-12-19 01:13:53,2020,December,Saturday,2020-12-19,1,Late Night
 Criolo - Boca de Lobo,Criolo,2020-12-19 01:09:33,2020,December,Saturday,2020-12-19,1,Late Night
 Criolo & Tropkillaz - Sistema Obtuso,Criolo,2020-12-19 01:09:23,2020,December,Saturday,2020-12-19,1,Late Night
 Emicida ft. Rael - A Cada Vento I A Take Away Show in Brazil,La Blogothèque,2020-12-19 01:04:25,2020,December,Saturday,2020-12-19,1,Late Night
 Rael - Envolvidão (Clipe oficial),Rael,2020-12-19 01:00:15,2020,December,Saturday,2020-12-19,1,Late Night
 Rael - Ser Feliz,Rael,2020-12-19 00:56:01,2020,December,Saturday,2020-12-19,0,Late Night
" Rael da Rima - ""Ela me faz"" - (Estúdio Windows)",TRAMA,2020-12-19 00:50:27,2020,December,Saturday,2020-12-19,0,Late Night
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - Boletim da Vida,Keep Learning School,2020-12-18 04:46:10,2020,December,Friday,2020-12-18,4,Late Night
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - Entendendo o seu Papel,Keep Learning School,2020-12-18 01:36:50,2020,December,Friday,2020-12-18,1,Late Night
 MC1 - Bem-vindos ao CriCriCri,Keep Learning School,2020-12-18 01:24:42,2020,December,Friday,2020-12-18,1,Late Night
 ❌ Não coloque seu Currículo no Linkedin. Saiba o Porquê! Janaína Lima,Janaína Lima - Recolocação Profissional,2020-12-17 17:30:05,2020,December,Thursday,2020-12-17,17,Evening
 A Grande Chuchada do Cheddar,Advertisement (Google AdSense),2020-12-16 23:47:05,2020,December,Wednesday,2020-12-16,23,Night
 Live de Boas Vindas,Rico,2020-12-16 22:15:20,2020,December,Wednesday,2020-12-16,22,Night
 🔴AULA 1 Como encontrar operações rentáveis no gráfico - 07/12 ÀS 20H,André Moraes,2020-12-16 22:12:34,2020,December,Wednesday,2020-12-16,22,Night
 Pinóquio - Tente um Assobio - 2ª Dublagem 60s,djrickjk,2020-12-14 00:45:47,2020,December,Monday,2020-12-14,0,Late Night
 Bishop T - Glory To God (Official Music Video),Bishop T TV,2020-12-08 13:01:39,2020,December,Tuesday,2020-12-08,13,Afternoon
" Conheça o Pikluc, o dispositivo que promete acabar de vez com o medo de agulhas!",Likluc,2020-12-08 00:14:22,2020,December,Tuesday,2020-12-08,0,Late Night
 Conversão de grau Fahrenheit em Celsius (( PORTUGOL )),Luciano Dutra,2020-12-06 17:59:02,2020,December,Sunday,2020-12-06,17,Evening
 O Fantástico Mundo de Bob,Louise Glat,2020-12-06 11:07:21,2020,December,Sunday,2020-12-06,11,Morning
" Poder Entrevista: Marcelo Abritta, fundador e CEO da Buser",Poder360,2020-12-05 13:44:18,2020,December,Saturday,2020-12-05,13,Afternoon
 O que é BDR e Como Investir? | com Alberto Amparo,Tiago Reis,2020-12-05 13:37:54,2020,December,Saturday,2020-12-05,13,Afternoon
 HIPOCRISIA DO BOLSONARO E JOÃO DÓRIA SOBRE A VACINA CONTRA COVID | MANUAL DO BRASIL,Manual do Brasil,2020-12-04 01:59:14,2020,December,Friday,2020-12-04,1,Late Night
" QUEM É ROGÉRIO MARINHO, MINISTRO DE BOLSONARO? | MANUAL DO BRASIL",Manual do Brasil,2020-12-04 01:42:30,2020,December,Friday,2020-12-04,1,Late Night
 EXPLICANDO A GUERRA COMERCIAL ENTRE ESTADOS UNIDOS E CHINA | MANUAL DO BRASIL,Manual do Brasil,2020-12-04 01:39:56,2020,December,Friday,2020-12-04,1,Late Night
 The Cranberries - Zombie (Official Music Video),TheCranberriesVEVO,2020-12-03 21:53:05,2020,December,Thursday,2020-12-03,21,Night
 Jacob do Bandolim - Doce de Coco,piccinini02,2020-12-03 21:43:27,2020,December,Thursday,2020-12-03,21,Night
 TUDO SOBRE O PIX EM MENOS DE 8 MINUTOS! (De Volta ao Básico pra compartilhar no WhatsApp!),Me poupe!,2020-12-02 20:09:04,2020,December,Wednesday,2020-12-02,20,Evening
 ETF! O que é isso e como investir? | Para iniciantes,Me poupe!,2020-12-02 20:03:28,2020,December,Wednesday,2020-12-02,20,Evening
 Como fazer a higiene bucal de bebês e crianças?,itmae,2020-12-01 19:04:24,2020,December,Tuesday,2020-12-01,19,Evening
 Como limpar a boca dos bebês,Gabriela Cyon,2020-12-01 18:58:19,2020,December,Tuesday,2020-12-01,18,Evening
 Bongar - Arreia e Eu Vim de Longe -DVD,Grupo Bongar,2020-11-30 14:42:37,2020,November,Monday,2020-11-30,14,Afternoon
 Bongar - DVD - Festa Pra Ogum e Ogum - Grupo Bongar,Grupo Bongar,2020-11-30 14:40:56,2020,November,Monday,2020-11-30,14,Afternoon
 BONGAR - SAMBA DE RASTEIRA (2014),Grupo Bongar,2020-11-30 14:36:15,2020,November,Monday,2020-11-30,14,Afternoon
 Chão Batido Coco Pisado,Grupo Bongar - Topic,2020-11-30 14:34:34,2020,November,Monday,2020-11-30,14,Afternoon
 Senador Irajá e mulher que o acusa de estupro chegam de mãos dadas a casa nortuna,Poder360,2020-11-29 10:42:30,2020,November,Sunday,2020-11-29,10,Morning
 Irajá e modelo que o acusou de estupro saem de boate,Poder360,2020-11-29 10:38:02,2020,November,Sunday,2020-11-29,10,Morning
 Irajá e mulher que o acusa de estupro na calçada da boate caminham de mãos dadas,Poder360,2020-11-29 10:37:34,2020,November,Sunday,2020-11-29,10,Morning
 Senador Irajá e modelo que o acusa de estupro entram em elevador,Poder360,2020-11-29 10:36:17,2020,November,Sunday,2020-11-29,10,Morning
 Senador Irajá e modelo chegam de mãos dadas ao prédio onde o congressista estava hospedado,Poder360,2020-11-29 10:35:24,2020,November,Sunday,2020-11-29,10,Morning
 Como dar banho no bebê | Dicas Rápidas #01,Drauzio Varella,2020-11-29 00:13:43,2020,November,Sunday,2020-11-29,0,Late Night
 HUBBLE RESOLVE MISTÉRIO RELACIONADO COM A MATÉRIA ESCURA | SPACE TODAY  TVEP2368,SpaceToday,2020-11-28 18:31:01,2020,November,Saturday,2020-11-28,18,Evening
 Não quero registrar meu filho com o nome do pai.,Mario Solimene,2020-11-16 18:34:25,2020,November,Monday,2020-11-16,18,Evening
" Zeca Veloso, Caetano Veloso, Moreno Veloso - Todo Homem ft. Tom Veloso",CaetanoVelosoVEVO,2020-11-13 15:34:47,2020,November,Friday,2020-11-13,15,Afternoon
 Cresça suas vendas com o Google,Advertisement (Google AdSense),2020-11-13 15:34:14,2020,November,Friday,2020-11-13,15,Afternoon
 2 HORAS SOM DO UTERO - ORIGINAL - ACALMA BEBÊS,Diário de Família,2020-11-13 14:48:02,2020,November,Friday,2020-11-13,14,Afternoon
 2 HORAS SOM DO UTERO - ORIGINAL - ACALMA BEBÊS,Diário de Família,2020-11-10 21:51:50,2020,November,Tuesday,2020-11-10,21,Night
 AO VIVO: Pan News  - JOE BIDEN É ELEITO PRESIDENTE DOS ESTADOS UNIDOS - 07/11/20,Jovem Pan News,2020-11-07 14:33:10,2020,November,Saturday,2020-11-07,14,Afternoon
 DR. ANTHONY WONG - DIRETO AO PONTO - 02/11/20,Jovem Pan News,2020-11-07 14:32:49,2020,November,Saturday,2020-11-07,14,Afternoon
 CNN Nosso Mundo #04 com Clovis de Barros FIlho,CNN Brasil,2020-11-07 13:21:49,2020,November,Saturday,2020-11-07,13,Afternoon
 O iPhone mais poderoso até hoje,Advertisement (Google AdSense),2020-11-07 13:21:16,2020,November,Saturday,2020-11-07,13,Afternoon
 Um golpista à americana,Meio,2020-11-07 12:21:54,2020,November,Saturday,2020-11-07,12,Morning
 LANÇAMENTO PSLV - EOS1 | AO VIVO,SpaceToday,2020-11-07 11:11:38,2020,November,Saturday,2020-11-07,11,Morning
 https://www.youtube.com/watch?v=7Ma86cecMWQ,Advertisement (Google AdSense),2020-11-06 21:02:06,2020,November,Friday,2020-11-06,21,Night
 Eudora Lyra - O valor de uma joia,Advertisement (Google AdSense),2020-11-06 20:56:42,2020,November,Friday,2020-11-06,20,Evening
 O Hábito de Falar Mal dos Outros • Leandro Karnal,Território Conhecimento,2020-11-06 20:18:26,2020,November,Friday,2020-11-06,20,Evening
 LEANDRO KARNAL - Respeito ao espaço do outro,Leandro Karnal - Admiradores,2020-11-06 18:57:02,2020,November,Friday,2020-11-06,18,Evening
" RELATO DE PARTO CESÁREA, 38 SEMANAS E 1 DIA",Débora Wilbert,2020-11-06 18:04:13,2020,November,Friday,2020-11-06,18,Evening
 Meu Relato de Parto - Cesariana - SUS,Camila Portela,2020-11-06 17:34:28,2020,November,Friday,2020-11-06,17,Evening
 Meu relato de parto cesárea | 38 semanas,Mari Tolino Style,2020-11-06 17:14:39,2020,November,Friday,2020-11-06,17,Evening
 https://www.youtube.com/watch?v=8rZzoYSrKrs,Advertisement (Google AdSense),2020-11-05 14:52:54,2020,November,Thursday,2020-11-05,14,Afternoon
 Neurociência e Alta Performance - Dra. Rosana Alves (Palestra),Dra. Rosana Alves,2020-11-05 14:52:47,2020,November,Thursday,2020-11-05,14,Afternoon
 Posada - Álbum Completo (2013),Posada,2020-11-05 12:21:10,2020,November,Thursday,2020-11-05,12,Morning
 Na Varanda | Posada - Árvore (Cover Edson Gomes),Música na Varanda,2020-11-05 12:18:48,2020,November,Thursday,2020-11-05,12,Morning
 Economia Sagrada - Charles Eisenstein,Caminhos de Pax,2020-11-04 20:22:21,2020,November,Wednesday,2020-11-04,20,Evening
 Experiência Kenzie - Introdução à Programação com Javascript,Kenzie Academy Brasil,2020-11-04 11:45:19,2020,November,Wednesday,2020-11-04,11,Morning
 Parto Jordânia - Centro de Parto Sofia Feldman Belo Horizonte,Exposição Sentidos do Nascer,2020-11-03 13:01:21,2020,November,Tuesday,2020-11-03,13,Afternoon
 Como funciona o ARP (Address Resolution Protocol),Simplificando TI,2020-11-03 12:47:58,2020,November,Tuesday,2020-11-03,12,Morning
 Default Gateway,mundotecnauta,2020-11-03 12:43:42,2020,November,Tuesday,2020-11-03,12,Morning
 Nação Zumbi canto de xango,olhosdevidro,2020-11-03 11:42:05,2020,November,Tuesday,2020-11-03,11,Morning
 Trump x Biden: entenda por que esta é a eleição mais importante da história dos EUA,Band Jornalismo,2020-11-03 08:24:59,2020,November,Tuesday,2020-11-03,8,Early Morning
 Default Gateway,mundotecnauta,2020-11-02 14:48:14,2020,November,Monday,2020-11-02,14,Afternoon
Visited https://rafaoutsystems.com/pi-sp7x-11-2020?source=google,Advertisement (Google AdSense),2020-11-02 14:45:05,2020,November,Monday,2020-11-02,14,Afternoon
 O que é default gateway? Aula 28,Bruno Wanderley - TI com Acai,2020-11-02 14:40:28,2020,November,Monday,2020-11-02,14,Afternoon
 Cobra Kai  Temporada 2 | Netflix,Advertisement (Google AdSense),2020-11-02 12:55:01,2020,November,Monday,2020-11-02,12,Morning
 Beirut - Hallelujah (live in Paris),toodrunktodream,2020-11-02 07:00:34,2020,November,Monday,2020-11-02,7,Early Morning
 AULA 03 - Plano de parto,Isabelle Paixão - Doula,2020-11-01 08:22:43,2020,November,Sunday,2020-11-01,8,Early Morning
 Inauguração da TV brasileira,Mais Uma Live,2020-10-30 02:41:04,2020,October,Friday,2020-10-30,2,Late Night
 Afinal para que serve VLAN?,Simplificando TI,2020-10-30 02:26:58,2020,October,Friday,2020-10-30,2,Late Night
 O que é MAC Address e como ele pode ser usado em uma LAN,Simplificando TI,2020-10-29 15:55:52,2020,October,Thursday,2020-10-29,15,Afternoon
 https://www.youtube.com/watch?v=vFPlaCCbVxk,Advertisement (Google AdSense),2020-10-29 01:18:19,2020,October,Thursday,2020-10-29,1,Late Night
 O que é um Endereço MAC?,Felipe Barreiros,2020-10-28 15:25:48,2020,October,Wednesday,2020-10-28,15,Afternoon
 Qual o papel da Inteligência Artificial no futuro do trabalho? - XI SCT Unesc,Unesc TV,2020-10-28 15:13:48,2020,October,Wednesday,2020-10-28,15,Afternoon
 AULA 01 - Como me preparar para meu parto EM 07 PASSOS,Isabelle Paixão - Doula,2020-10-28 07:36:06,2020,October,Wednesday,2020-10-28,7,Early Morning
 Bolsonaro terá de tomar a vacina de Oxford escondido | Thaís Oyama,UOL,2020-10-27 20:26:01,2020,October,Tuesday,2020-10-27,20,Evening
 Aula Inaugural - Aluno Digital (EaD) 2020.2,Estácio,2020-10-27 15:40:31,2020,October,Tuesday,2020-10-27,15,Afternoon
 RELATO DE PARTO NORMAL | Elisa Langsch,Elisa Langsch,2020-10-27 03:12:01,2020,October,Tuesday,2020-10-27,3,Late Night
" RELATO DO MEU PARTO - Parto normal, como foi tudo!",Mica Rocha,2020-10-25 06:43:24,2020,October,Sunday,2020-10-25,6,Early Morning
 Relato do meu parto | Mães de Verdade | Ep. 03 | Sabrina Sato,CANAL SABRINA SATO,2020-10-25 06:15:12,2020,October,Sunday,2020-10-25,6,Early Morning
 Parto Humanizado,Fundação de Cultura e Arte Aperipê - Aperipê TV,2020-10-25 06:11:17,2020,October,Sunday,2020-10-25,6,Early Morning
 O Futuro da exploração do Sistema Solar - Com prof. Alexandre Zabot,UFSC Campus Joinville,2020-10-24 21:25:24,2020,October,Saturday,2020-10-24,21,Night
 Participação de Murillo de Aragão na CNN 23-10,Análise Política com Murillo de Aragão,2020-10-24 21:23:05,2020,October,Saturday,2020-10-24,21,Night
 Manifesto Democracia Digital | Mulheres,Instituto Tecnologia e Equidade - IT&E,2020-10-24 13:42:24,2020,October,Saturday,2020-10-24,13,Afternoon
 Manifesto Democracia Digital | Mulheres,Instituto Tecnologia e Equidade - IT&E,2020-10-23 23:45:16,2020,October,Friday,2020-10-23,23,Night
 O Amor é um Tubarão - Lirinha,LIRINHA José Paes de Lira,2020-10-23 22:35:30,2020,October,Friday,2020-10-23,22,Night
 Conversas: Jairo Nicolau e quem realmente elegeu Bolsonaro,Meio,2020-10-21 14:30:25,2020,October,Wednesday,2020-10-21,14,Afternoon
" TIERRY,KEVI JONNY E UNHA PINTADA (SÓ HITS PRA TOMAR UMA) SETEMBRO 2020 - REPERTÓRIO NOVO",Brunno Salles,2020-10-19 14:16:28,2020,October,Monday,2020-10-19,14,Afternoon
 SÓ ARROCHA TOP - UNHA PINTADA - TIERRY - PABLO - TAYRONE - KEVI JONNY (MÚSICAS NOVAS) -SETEMBRO 2020,Sertanejo 2021,2020-10-19 14:15:41,2020,October,Monday,2020-10-19,14,Afternoon
 https://www.youtube.com/watch?v=ivLMXRCVnFA,Advertisement (Google AdSense),2020-10-18 23:05:31,2020,October,Sunday,2020-10-18,23,Night
 Bette Midler - Baby Mine (HQ Music Video),Matt Charles,2020-10-17 21:08:21,2020,October,Saturday,2020-10-17,21,Night
 Bette Midler - Baby Mine (HQ Music Video),Matt Charles,2020-10-16 01:16:13,2020,October,Friday,2020-10-16,1,Late Night
 Bette Midler - Baby Mine (HQ Music Video),Matt Charles,2020-10-15 02:24:35,2020,October,Thursday,2020-10-15,2,Late Night
" Brasil, República das Bananas",Meio,2020-10-06 18:49:19,2020,October,Tuesday,2020-10-06,18,Evening
 Ventilador Arno Mondial como resolver o problema da hélice trepidando desalinhada,Edu Ventiladores Ventilador e um pouquinho de tudo,2020-10-06 13:09:19,2020,October,Tuesday,2020-10-06,13,Afternoon
 BENEFÍCIOS DO ÔMEGA 3 - Fontes naturais e melhores suplementos,Tua Saúde,2020-10-05 02:14:59,2020,October,Monday,2020-10-05,2,Late Night
 🎬 LIVE: Onde investir com R$ 1.000 e R$ 10.000? A Paula Reis explica,Easynvest by Nubank ,2020-10-02 05:15:30,2020,October,Friday,2020-10-02,5,Early Morning
" 3 Formas de ter uma RENDA de R$ 1.000,00 todo mês",Ben Zruel,2020-10-02 04:58:16,2020,October,Friday,2020-10-02,4,Late Night
 Não pague suas dívidas - Com Ben Zruel,Ben Zruel,2020-10-02 04:48:19,2020,October,Friday,2020-10-02,4,Late Night
 Caetano Veloso - Sonhos,scarecrowbarr,2020-10-02 04:04:47,2020,October,Friday,2020-10-02,4,Late Night
" Gonzaguinha - Ponto de Interrogação, Grito de Alerta, Explode Coração...(Ensaio, 1990)",grooveman81,2020-10-02 03:53:23,2020,October,Friday,2020-10-02,3,Late Night
 Ney Matogrosso - O Mundo É um Moinho,Ney Matogrosso,2020-10-02 03:49:59,2020,October,Friday,2020-10-02,3,Late Night
" Roberta Sá e Ney Matogrosso | ""Peito Vazio""",Roberta Sá Oficial,2020-10-02 03:45:35,2020,October,Friday,2020-10-02,3,Late Night
 Resposta ao Tempo,Aldir Blanc - Topic,2020-10-02 03:27:58,2020,October,Friday,2020-10-02,3,Late Night
 Ney Matogrosso - Partido Alto,Ney Matogrosso,2020-10-02 03:23:12,2020,October,Friday,2020-10-02,3,Late Night
 COMO ELIMINAR O MOSQUITO DO BANHEIRO | A DICA DO DIA COM FLÁVIA FERRARI,A DICA DO DIA COM FLÁVIA FERRARI,2020-09-30 18:34:13,2020,September,Wednesday,2020-09-30,18,Evening
" The Very Best of Jazz Divas: Billie Holiday, Ella Fitzgerald, Mildred Bailey",HALIDONMUSIC,2020-09-29 23:30:20,2020,September,Tuesday,2020-09-29,23,Night
 João Gilberto - 1961 - Full Album,José Freitas,2020-09-29 21:41:31,2020,September,Tuesday,2020-09-29,21,Night
 João Gilberto - Coisa Mais Linda,João Gilberto,2020-09-29 21:38:11,2020,September,Tuesday,2020-09-29,21,Night
 Webinar: O que é ISA?  Estude Web Full Stack e só pague quando possuir renda,Digital House Brasil,2020-09-27 02:19:36,2020,September,Sunday,2020-09-27,2,Late Night
 A Verdade da Mentira - Trailer oficial,Elo Company,2020-09-26 13:02:39,2020,September,Saturday,2020-09-26,13,Afternoon
 Os melhores investimentos para ter renda regular na aposentadoria; e o Pix nas empresas,InfoMoney,2020-09-26 12:23:49,2020,September,Saturday,2020-09-26,12,Morning
 Gottfried Wilhelm Von Leibniz,St. Charles Borromeo School Youtube,2020-09-24 23:04:37,2020,September,Thursday,2020-09-24,23,Night
 03 - CALCULADORA DE LEIBNIZ (1671) - História dos Computadores | Pré-História,Marks Tuto,2020-09-24 23:00:17,2020,September,Thursday,2020-09-24,23,Night
 Leibniz Rechenmaschine - Dividieren Teil 2,LeibnizBibliothek,2020-09-24 22:58:06,2020,September,Thursday,2020-09-24,22,Night
 Visitamos o museu da Intel! Veja como é feito um chip e conheça a história da empresa,Adrenaline,2020-09-24 20:20:39,2020,September,Thursday,2020-09-24,20,Evening
 Máquina de Pascal (Pascaline) - Introdução a Computação,Bruno Figueredo,2020-09-24 04:30:59,2020,September,Thursday,2020-09-24,4,Late Night
 A Verdade da Mentira | Promo,Elo Company,2020-09-23 04:31:36,2020,September,Wednesday,2020-09-23,4,Late Night
 A Verdade da Mentira | Promo,Elo Company,2020-09-22 19:45:43,2020,September,Tuesday,2020-09-22,19,Evening
 Red Riding Hood and the Wolf Trailer,HOMEmcr,2020-09-20 19:51:19,2020,September,Sunday,2020-09-20,19,Evening
 O Bolsa Família ainda pode ser substituído por outro programa social? E qual o melhor financiamento?,InfoMoney,2020-09-19 20:04:53,2020,September,Saturday,2020-09-19,20,Evening
 O RE 603.624 e seus riscos fiscais e previdenciários,ConJur,2020-09-19 20:04:13,2020,September,Saturday,2020-09-19,20,Evening
" Poder Entrevista: Elena Landau, ex-diretora do BNDES",Poder360,2020-09-19 14:13:27,2020,September,Saturday,2020-09-19,14,Afternoon
 Women Can Code Brasil - Conheça o movimento!,Share RH,2020-09-19 13:57:01,2020,September,Saturday,2020-09-19,13,Afternoon
" Conversas: Thiago Rondon, o TSE e a desinformação digital",Meio,2020-09-18 19:38:08,2020,September,Friday,2020-09-18,19,Evening
 https://www.youtube.com/watch?v=RtWsiXfANHk,Advertisement (Google AdSense),2020-09-18 17:01:10,2020,September,Friday,2020-09-18,17,Evening
 Bárbara Dias - 9 Meses (Oração do Bebê),Bárbara Dias,2020-09-17 00:59:54,2020,September,Thursday,2020-09-17,0,Late Night
" Conversas: Thiago Rondon, o TSE e a desinformação digital",Meio,2020-09-16 12:13:29,2020,September,Wednesday,2020-09-16,12,Morning
 Como aliviar os Sintomas de Gravidez,Tua Saúde,2020-09-16 11:26:36,2020,September,Wednesday,2020-09-16,11,Morning
 Para onde vão os órgãos durante a gestação? | Mãe de Corpo e Alma (01/05/2016),TV Mundo Maior,2020-09-16 11:19:07,2020,September,Wednesday,2020-09-16,11,Morning
 Make Room for Baby from YOU! The Experience,"Museum of Science and Industry, Chicago",2020-09-16 11:18:31,2020,September,Wednesday,2020-09-16,11,Morning
 7 SITES PARA GANHAR DINHEIRO HOJE NA INTERNET (De Graça Simples e Rápido),Alex Vargas,2020-09-15 21:29:06,2020,September,Tuesday,2020-09-15,21,Night
 7 FORMAS DE GANHAR DINHEIRO NA INTERNET! (COMPROVADAS e que QUALQUER UM pode fazer),O Primo Rico,2020-09-15 19:43:15,2020,September,Tuesday,2020-09-15,19,Evening
 5 opções de RENDA EXTRA para ganhar DINHEIRO! | Dá pra trabalhar em casa e sem precisar de currículo,O Primo Rico,2020-09-15 19:27:44,2020,September,Tuesday,2020-09-15,19,Evening
" 🤑 RENDA EXTRA R$ 4.000,00/Mês 3 estratégias INFALÍVEIS p/ conseguir clientes e vender os cartões VR",Kerlia Souza,2020-09-15 19:20:24,2020,September,Tuesday,2020-09-15,19,Evening
 Seja um Parceiro Independente VR,VR Benefícios,2020-09-15 19:19:05,2020,September,Tuesday,2020-09-15,19,Evening
 Borderline: Minha experiência & dicas,Gothinha,2020-09-15 04:58:09,2020,September,Tuesday,2020-09-15,4,Late Night
 Transtorno de Personalidade Borderline. Aprofundando sobre o tema com a Psiquiatra Maria Fernanda,NeurologiaePsiquiatria TV,2020-09-15 04:39:32,2020,September,Tuesday,2020-09-15,4,Late Night
 DIFERENÇA ENTRE TRANSTORNO DE PERSONALIDADE BORDERLINE E TRANSTORNO BIPOLAR,NeurologiaePsiquiatria TV,2020-09-15 04:31:12,2020,September,Tuesday,2020-09-15,4,Late Night
 Transtorno bipolar | Podcast Entrementes,Drauzio Varella,2020-09-15 04:28:25,2020,September,Tuesday,2020-09-15,4,Late Night
 Bipolaridade não é uma simples mudança de humor | Coluna #138,Drauzio Varella,2020-09-15 04:25:42,2020,September,Tuesday,2020-09-15,4,Late Night
 António Damásio - Entrevista Exclusiva,Fronteiras do Pensamento,2020-09-15 04:18:25,2020,September,Tuesday,2020-09-15,4,Late Night
 António Damásio: Como tomar decisões sensatas,Fronteiras do Pensamento,2020-09-15 03:35:59,2020,September,Tuesday,2020-09-15,3,Late Night
 Eduardo Giannetti - Onde está o eu?,Fronteiras do Pensamento,2020-09-15 03:30:41,2020,September,Tuesday,2020-09-15,3,Late Night
 Flapjack - Hora de rir!,Larissa Lionel,2020-09-13 20:25:35,2020,September,Sunday,2020-09-13,20,Evening
 Flapjack Cantando!!!,Jaffer Soares,2020-09-13 20:24:04,2020,September,Sunday,2020-09-13,20,Evening
 Abertura - As Trapalhadas de Flapjack,Thedesenhosantigos,2020-09-13 20:18:20,2020,September,Sunday,2020-09-13,20,Evening
 Curso POO Teoria #02a - O que é um Objeto?,Curso em Vídeo,2020-09-12 03:47:28,2020,September,Saturday,2020-09-12,3,Late Night
" TESOURO SELIC, vale a pena começar a investir nesse título?! - Ep 02",EconoMirna,2020-09-11 14:07:06,2020,September,Friday,2020-09-11,14,Afternoon
 Curso POO Teoria #02a - O que é um Objeto?,Curso em Vídeo,2020-09-10 06:35:15,2020,September,Thursday,2020-09-10,6,Early Morning
 Get started with Google Colaboratory (Coding TensorFlow),TensorFlow,2020-09-09 23:15:18,2020,September,Wednesday,2020-09-09,23,Night
 https://www.youtube.com/watch?v=tW26OoPg6NY,Advertisement (Google AdSense),2020-09-09 20:10:09,2020,September,Wednesday,2020-09-09,20,Evening
 Vida de Calouro: Dicas que você precisa saber para esse início de período,Estácio,2020-09-09 20:04:50,2020,September,Wednesday,2020-09-09,20,Evening
 TBT Aula Inaugural - Simulados,Estácio,2020-09-09 20:02:55,2020,September,Wednesday,2020-09-09,20,Evening
 Saiba mais sobre azia na gravidez! Dr. Responde #12,CordVida,2020-09-08 19:53:33,2020,September,Tuesday,2020-09-08,19,Evening
 Grávidas devem dormir do lado esquerdo??,Dr. Igor Padovesi,2020-09-07 00:33:58,2020,September,Monday,2020-09-07,0,Late Night
